sensor_id;sensor_type;location;lat;lon;timestamp;P1;P4;P2;P0;N10;N4;N25;N1;N05;TS
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T12:14:16;16.51;16.51;16.51;15.61;124.69;124.67;124.62;124.08;106.54;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T12:17:00;15.68;15.68;15.68;14.83;118.40;118.37;118.32;117.81;101.15;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T12:19:45;16.43;16.43;16.43;15.54;124.06;124.03;123.99;123.45;105.99;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T12:22:30;16.14;16.14;16.14;15.26;121.86;121.83;121.78;121.25;104.11;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T12:25:14;16.19;16.19;16.19;15.31;122.23;122.20;122.16;121.63;104.43;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T12:27:56;16.42;16.42;16.42;15.53;124.02;123.99;123.95;123.41;105.96;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T12:30:36;16.33;16.33;16.33;15.44;123.29;123.27;123.22;122.68;105.34;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T12:33:21;16.47;16.47;16.47;15.58;124.40;124.37;124.32;123.78;106.28;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T12:35:56;16.00;16.00;16.00;15.13;120.84;120.82;120.77;120.25;103.25;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T12:38:40;16.79;16.79;16.79;15.88;126.80;126.77;126.72;126.17;108.34;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T12:41:26;16.89;16.89;16.89;15.97;127.52;127.49;127.44;126.89;108.95;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T12:43:55;16.38;16.38;16.38;15.49;123.67;123.64;123.60;123.06;105.66;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T12:46:39;16.69;16.69;16.69;15.78;126.02;125.99;125.94;125.40;107.67;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T12:49:24;16.66;16.66;16.66;15.76;125.85;125.82;125.77;125.22;107.52;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T12:51:56;16.11;16.11;16.11;15.24;121.68;121.65;121.60;121.07;103.96;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T12:54:22;16.37;16.37;16.37;15.48;123.61;123.58;123.54;123.00;105.61;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T12:56:53;16.67;16.67;16.67;15.76;125.85;125.83;125.78;125.23;107.53;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T12:59:32;17.57;17.56;17.48;16.44;131.34;131.30;131.24;130.57;111.99;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:02:16;17.42;17.42;17.42;16.47;131.53;131.50;131.45;130.88;112.38;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:05:01;16.75;16.75;16.75;15.84;126.46;126.43;126.38;125.83;108.04;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:07:45;17.21;17.21;17.21;16.28;130.00;129.97;129.92;129.35;111.06;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:10:19;16.79;16.79;16.79;15.88;126.79;126.76;126.71;126.16;108.32;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:12:54;17.12;17.12;17.12;16.19;129.31;129.28;129.23;128.67;110.48;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:15:38;17.51;17.51;17.51;16.56;132.25;132.22;132.17;131.60;112.99;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:18:04;17.31;17.27;17.11;15.98;127.67;127.63;127.55;126.79;108.60;0.50
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:20:48;16.93;16.93;16.93;16.01;127.83;127.80;127.75;127.19;109.21;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:23:20;17.51;17.51;17.51;16.56;132.21;132.18;132.13;131.56;112.96;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:26:08;16.74;16.74;16.74;15.83;126.41;126.39;126.34;125.79;108.01;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:28:41;17.29;17.29;17.29;16.35;130.54;130.51;130.46;129.89;111.53;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:31:09;17.51;17.51;17.51;16.56;132.22;132.19;132.14;131.57;112.97;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:34:04;17.67;17.67;17.67;16.71;133.42;133.38;133.33;132.75;113.99;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:36:39;17.39;17.39;17.39;16.45;131.34;131.31;131.26;130.69;112.21;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:39:23;18.61;18.61;18.61;17.60;140.51;140.48;140.43;139.81;120.05;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:44:20;18.40;18.40;18.39;17.38;138.78;138.75;138.70;138.08;118.54;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:47:08;19.44;19.43;19.38;18.27;145.92;145.89;145.82;145.13;124.54;0.50
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:49:52;19.54;19.54;19.51;18.41;147.01;146.98;146.92;146.24;125.51;0.50
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:53:00;19.15;19.15;19.15;18.11;144.59;144.56;144.51;143.88;123.54;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:56:05;19.64;19.64;19.64;18.57;148.30;148.27;148.21;147.57;126.71;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T13:59:00;19.77;19.77;19.77;18.70;149.33;149.30;149.24;148.59;127.59;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T14:01:46;19.39;19.39;19.39;18.33;146.39;146.36;146.31;145.67;125.08;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T14:04:41;19.47;19.47;19.47;18.42;147.06;147.03;146.97;146.33;125.65;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T14:07:36;19.86;19.86;19.86;18.78;149.97;149.94;149.88;149.23;128.13;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T14:10:22;19.68;19.68;19.68;18.61;148.64;148.61;148.55;147.91;127.00;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T14:13:08;19.29;19.29;19.29;18.24;145.65;145.62;145.56;144.93;124.44;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T14:15:57;19.99;19.99;19.99;18.90;150.92;150.89;150.83;150.18;128.94;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T14:18:58;18.92;18.92;18.92;17.89;142.88;142.84;142.79;142.17;122.07;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T14:22:16;18.69;18.69;18.69;17.67;141.13;141.09;141.04;140.43;120.57;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T14:25:08;18.30;18.30;18.30;17.30;138.16;138.13;138.08;137.47;118.03;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T14:28:12;18.53;18.53;18.53;17.52;139.93;139.90;139.84;139.24;119.55;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T14:31:16;18.32;18.32;18.32;17.32;138.33;138.30;138.24;137.64;118.18;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T14:34:21;18.25;18.25;18.25;17.26;137.83;137.80;137.75;137.15;117.76;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T14:37:25;18.24;18.24;18.24;17.25;137.74;137.71;137.66;137.06;117.68;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T14:40:14;17.93;17.93;17.93;16.95;135.37;135.34;135.29;134.70;115.66;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T14:43:09;18.15;18.15;18.15;17.16;137.06;137.03;136.98;136.39;117.10;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T14:46:10;17.79;17.79;17.79;16.83;134.37;134.33;134.28;133.70;114.80;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T14:49:12;18.09;18.09;18.09;17.11;136.64;136.61;136.56;135.97;116.74;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T14:52:10;17.80;17.80;17.80;16.83;134.40;134.37;134.32;133.73;114.83;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T14:54:57;17.36;17.36;17.36;16.42;131.09;131.06;131.01;130.44;112.00;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T14:57:58;16.89;16.88;16.85;15.89;126.89;126.86;126.81;126.21;108.31;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T15:00:53;16.62;16.62;16.60;15.69;125.27;125.24;125.19;124.63;106.99;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T15:03:49;15.94;15.94;15.94;15.07;120.36;120.33;120.28;119.76;102.83;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T15:06:42;16.85;16.85;16.85;15.93;127.25;127.22;127.17;126.62;108.72;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T15:09:29;16.06;16.06;16.06;15.19;121.29;121.26;121.22;120.69;103.63;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T15:12:34;16.12;16.10;16.04;15.08;120.46;120.43;120.37;119.76;102.72;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T15:15:39;16.50;16.50;16.50;15.60;124.58;124.55;124.50;123.96;106.43;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T15:18:43;15.86;15.86;15.86;15.00;119.79;119.76;119.71;119.19;102.34;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T15:21:41;17.50;17.50;17.50;16.55;132.16;132.13;132.08;131.50;112.91;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T15:24:27;16.76;16.76;16.76;15.85;126.55;126.52;126.48;125.93;108.12;0.45
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T15:27:19;17.39;17.39;17.39;16.45;131.35;131.32;131.28;130.70;112.23;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T15:30:24;16.40;16.40;16.40;15.51;123.83;123.81;123.76;123.22;105.80;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T15:33:28;16.33;16.33;16.33;15.44;123.32;123.29;123.24;122.71;105.36;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T15:36:17;15.93;15.93;15.93;15.06;120.27;120.24;120.19;119.67;102.75;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T15:39:05;16.30;16.30;16.30;15.41;123.09;123.07;123.02;122.48;105.17;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T15:42:37;15.54;15.54;15.54;14.70;117.39;117.36;117.32;116.81;100.29;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T15:45:41;15.81;15.81;15.81;14.95;119.40;119.37;119.33;118.81;102.01;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T15:48:27;16.03;16.03;16.03;15.16;121.08;121.05;121.01;120.48;103.45;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T15:51:32;15.52;15.52;15.52;14.68;117.20;117.17;117.13;116.62;100.13;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T15:54:18;16.49;16.49;16.49;15.60;124.55;124.53;124.48;123.94;106.42;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T15:57:04;16.43;16.43;16.43;15.54;124.06;124.03;123.99;123.45;105.99;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T16:00:06;17.09;17.09;17.09;16.17;129.09;129.06;129.01;128.45;110.29;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T16:02:55;16.89;16.89;16.89;15.98;127.59;127.56;127.51;126.95;109.01;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T16:05:41;17.34;17.34;17.34;16.40;130.94;130.91;130.86;130.29;111.87;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T16:08:47;17.05;17.05;17.05;16.12;128.73;128.70;128.65;128.09;109.98;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T16:11:48;16.94;16.94;16.94;16.02;127.90;127.87;127.82;127.27;109.27;0.45
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T16:15:00;16.38;16.38;16.38;15.49;123.66;123.64;123.59;123.05;105.65;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T16:17:46;16.81;16.81;16.81;15.90;126.97;126.94;126.89;126.34;108.48;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T16:20:41;16.55;16.55;16.55;15.66;125.02;124.99;124.94;124.40;106.81;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T16:23:50;15.86;15.86;15.86;14.99;119.74;119.72;119.67;119.15;102.31;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T16:26:54;15.73;15.73;15.73;14.87;118.78;118.75;118.71;118.19;101.48;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T16:29:59;16.05;16.05;16.05;15.18;121.21;121.19;121.14;120.61;103.56;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T16:33:49;15.61;15.61;15.61;14.76;117.90;117.87;117.82;117.31;100.73;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T16:36:35;15.48;15.48;15.48;14.64;116.94;116.91;116.87;116.36;99.91;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T16:39:23;15.67;15.67;15.67;14.82;118.32;118.30;118.25;117.74;101.09;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T16:42:50;15.11;15.11;15.11;14.29;114.13;114.11;114.06;113.57;97.51;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T16:45:43;16.19;16.19;16.19;15.31;122.27;122.25;122.20;121.67;104.47;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T16:48:44;14.90;14.90;14.90;14.09;112.52;112.49;112.45;111.96;96.13;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T16:51:49;15.13;15.13;15.13;14.31;114.25;114.22;114.18;113.69;97.61;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T16:54:49;15.87;15.87;15.87;15.01;119.87;119.84;119.80;119.28;102.41;0.45
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T16:57:43;15.44;15.44;15.44;14.60;116.56;116.54;116.49;115.99;99.59;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T17:00:48;14.64;14.64;14.64;13.84;110.53;110.51;110.47;109.99;94.44;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T17:04:00;15.07;15.07;15.07;14.25;113.80;113.77;113.73;113.23;97.23;0.45
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T17:07:04;15.09;15.09;15.09;14.27;113.98;113.96;113.92;113.42;97.38;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T17:09:53;14.88;14.88;14.88;14.07;112.40;112.37;112.33;111.84;96.03;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T17:12:58;15.36;15.36;15.36;14.53;116.02;115.99;115.95;115.44;99.12;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T17:15:53;15.68;15.68;15.68;14.83;118.39;118.37;118.32;117.81;101.15;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T17:18:39;14.61;14.61;14.61;13.82;110.34;110.32;110.27;109.79;94.27;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T17:21:41;15.26;15.26;15.26;14.43;115.22;115.19;115.15;114.65;98.44;0.45
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T17:24:45;15.93;15.93;15.93;15.06;120.27;120.24;120.20;119.67;102.75;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T17:27:50;16.19;16.19;16.19;15.31;122.24;122.21;122.16;121.63;104.44;0.45
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T17:31:01;15.55;15.55;15.54;14.69;117.30;117.27;117.23;116.71;100.19;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T17:33:48;15.68;15.68;15.68;14.83;118.43;118.40;118.36;117.84;101.18;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T17:36:40;15.02;15.02;15.02;14.20;113.40;113.37;113.33;112.84;96.89;0.45
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T17:39:34;15.76;15.76;15.76;14.90;119.00;118.97;118.92;118.41;101.67;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T17:42:39;15.24;15.24;15.24;14.42;115.12;115.09;115.05;114.55;98.35;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T17:45:31;15.11;15.11;15.11;14.29;114.08;114.05;114.01;113.51;97.47;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T17:48:44;14.74;14.74;14.74;13.94;111.32;111.30;111.26;110.77;95.11;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T17:51:49;15.71;15.71;15.71;14.85;118.62;118.59;118.55;118.03;101.34;0.44
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T17:54:58;15.41;15.41;15.41;14.57;116.36;116.33;116.29;115.78;99.42;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T17:57:47;15.21;15.21;15.21;14.39;114.88;114.86;114.81;114.31;98.15;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T18:00:42;15.34;15.34;15.34;14.50;115.81;115.78;115.74;115.24;98.94;0.45
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T18:03:46;15.24;15.24;15.24;14.41;115.09;115.06;115.02;114.52;98.33;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T18:06:54;14.72;14.72;14.72;13.92;111.13;111.10;111.06;110.58;94.94;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T18:09:50;15.83;15.83;15.83;14.97;119.53;119.50;119.46;118.94;102.12;0.45
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T18:12:54;15.88;15.88;15.88;15.02;119.96;119.93;119.88;119.36;102.49;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T18:15:59;15.29;15.29;15.29;14.46;115.46;115.44;115.39;114.89;98.65;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T18:19:04;14.93;14.93;14.92;14.11;112.71;112.68;112.64;112.15;96.30;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T18:21:51;15.33;15.33;15.33;14.50;115.76;115.73;115.69;115.19;98.90;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T18:24:37;15.01;15.01;15.01;14.20;113.37;113.34;113.30;112.81;96.86;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T18:28:02;15.23;15.23;15.23;14.41;115.04;115.02;114.97;114.47;98.29;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T18:30:53;15.00;15.00;15.00;14.18;113.25;113.23;113.18;112.69;96.76;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T18:33:54;15.59;15.59;15.59;14.74;117.73;117.70;117.66;117.15;100.59;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T18:36:59;15.03;15.03;15.03;14.22;113.52;113.49;113.45;112.96;96.99;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T18:39:45;15.16;15.16;15.16;14.33;114.46;114.44;114.39;113.89;97.79;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T18:42:47;15.69;15.69;15.69;14.84;118.52;118.49;118.45;117.93;101.26;0.45
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T18:45:53;15.80;15.80;15.80;14.94;119.30;119.27;119.23;118.71;101.93;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T18:48:39;15.98;15.98;15.98;15.11;120.68;120.65;120.61;120.08;103.10;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T18:51:34;17.55;17.55;17.55;16.59;132.50;132.47;132.42;131.84;113.20;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T18:54:47;17.41;17.41;17.41;16.46;131.46;131.43;131.38;130.81;112.32;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T18:57:55;17.74;17.74;17.74;16.78;133.97;133.94;133.89;133.31;114.46;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T19:01:00;17.38;17.38;17.38;16.44;131.27;131.24;131.19;130.62;112.16;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T19:04:06;18.29;18.29;18.29;17.30;138.16;138.12;138.07;137.47;118.04;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T19:07:22;19.67;19.67;19.67;18.60;148.55;148.51;148.46;147.81;126.91;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T19:10:17;20.04;20.04;20.04;18.95;151.36;151.32;151.27;150.61;129.32;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T19:13:18;20.31;20.31;20.31;19.20;153.35;153.31;153.25;152.59;131.01;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T19:16:22;20.14;20.14;20.14;19.04;152.07;152.04;151.98;151.32;129.93;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T19:19:09;19.99;19.99;19.99;18.90;150.95;150.91;150.85;150.20;128.96;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T19:22:14;19.55;19.55;19.55;18.49;147.64;147.60;147.55;146.91;126.14;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T19:25:24;20.53;20.53;20.53;19.42;155.07;155.03;154.97;154.30;132.49;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T19:28:30;20.29;20.29;20.29;19.19;153.24;153.20;153.14;152.48;130.92;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T19:31:19;21.23;21.23;21.22;20.06;160.22;160.18;160.12;159.42;136.87;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T19:34:14;22.04;22.04;22.04;20.84;166.43;166.40;166.33;165.61;142.20;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T19:37:23;22.03;22.02;22.01;20.81;166.15;166.11;166.04;165.31;141.92;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T19:40:09;21.13;21.13;21.12;19.96;159.41;159.37;159.31;158.61;136.17;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T19:43:16;20.92;20.92;20.92;19.79;158.00;157.97;157.91;157.22;134.99;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T19:46:04;22.36;22.36;22.36;21.15;168.88;168.84;168.77;168.04;144.28;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T19:49:09;21.73;21.73;21.73;20.55;164.13;164.10;164.03;163.32;140.23;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T19:51:55;22.50;22.50;22.50;21.28;169.93;169.89;169.82;169.09;145.18;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T19:54:59;23.20;23.20;23.20;21.94;175.17;175.13;175.06;174.30;149.66;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T19:57:45;23.89;23.83;23.50;21.84;174.45;174.39;174.26;173.10;148.10;0.51
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T20:00:31;22.51;22.51;22.48;21.23;169.52;169.48;169.41;168.64;144.76;0.50
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T20:03:36;23.44;23.43;23.38;22.05;176.12;176.08;176.00;175.17;150.32;0.50
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T20:06:25;23.16;23.16;23.16;21.90;174.92;174.88;174.82;174.06;149.45;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T20:09:46;21.43;21.43;21.40;20.21;161.39;161.35;161.28;160.55;137.81;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T20:12:35;22.51;22.51;22.51;21.29;170.02;169.98;169.92;169.18;145.26;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T20:15:24;23.05;23.05;23.05;21.80;174.06;174.02;173.95;173.20;148.71;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T20:18:28;21.98;21.98;21.98;20.78;165.95;165.91;165.85;165.13;141.78;0.50
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T20:21:32;21.41;21.41;21.41;20.25;161.68;161.65;161.59;160.88;138.14;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T20:24:36;21.29;21.29;21.29;20.14;160.81;160.77;160.71;160.01;137.39;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T20:27:46;20.15;20.15;20.15;19.05;152.15;152.12;152.06;151.40;129.99;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T20:30:50;19.79;19.79;19.79;18.71;149.41;149.38;149.32;148.67;127.65;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T20:33:43;21.00;21.00;21.00;19.86;158.60;158.56;158.50;157.81;135.50;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T20:36:48;20.41;20.41;20.41;19.30;154.11;154.07;154.01;153.34;131.66;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T20:39:34;20.10;20.10;20.10;19.01;151.81;151.77;151.71;151.05;129.70;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T20:42:39;20.69;20.69;20.69;19.56;156.21;156.18;156.12;155.44;133.46;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T20:45:48;20.19;20.19;20.19;19.09;152.45;152.42;152.36;151.70;130.25;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T20:48:52;19.58;19.58;19.58;18.51;147.82;147.79;147.73;147.09;126.29;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T20:51:50;19.38;19.38;19.38;18.33;146.35;146.31;146.26;145.62;125.03;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T20:54:55;21.84;21.84;21.84;20.65;164.92;164.88;164.82;164.10;140.90;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T20:58:10;21.59;21.58;21.50;20.23;161.60;161.56;161.49;160.69;137.84;0.51
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:00:56;21.07;21.07;21.07;19.93;159.13;159.09;159.03;158.34;135.96;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:04:00;20.23;20.23;20.23;19.13;152.76;152.72;152.67;152.00;130.51;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:07:05;20.42;20.42;20.42;19.31;154.23;154.20;154.14;153.47;131.77;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:10:07;20.80;20.80;20.80;19.67;157.04;157.01;156.95;156.26;134.17;0.49
