sensor_id;sensor_type;location;lat;lon;timestamp;P1;P2;P0
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:00:12;021;015;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:02:09;023;016;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:04:09;024;017;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:06:09;026;019;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:08:10;023;016;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:10:10;024;017;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:12:10;030;021;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:14:10;024;017;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:16:11;030;021;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:18:11;023;016;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:20:11;027;019;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:22:12;027;021;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:24:12;022;016;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:26:12;026;018;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:28:12;027;019;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:30:13;021;016;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:32:13;024;017;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:34:13;028;020;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:36:14;020;014;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:38:14;024;017;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:40:14;019;015;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:42:15;023;016;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:44:15;021;018;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:46:15;023;016;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:48:15;025;018;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:50:16;020;014;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:52:16;024;017;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:54:16;023;016;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:56:16;020;015;
26720;PMS1003;15950;51.112;6.966;2020-06-10T00:58:17;023;017;
26720;PMS1003;15950;51.112;6.966;2020-06-10T01:00:19;024;017;
26720;PMS1003;15950;51.112;6.966;2020-06-10T01:02:18;026;018;
26720;PMS1003;15950;51.112;6.966;2020-06-10T01:04:20;023;018;
26720;PMS1003;15950;51.112;6.966;2020-06-10T01:06:19;026;019;
26720;PMS1003;15950;51.112;6.966;2020-06-10T01:08:19;023;016;
26720;PMS1003;15950;51.112;6.966;2020-06-10T01:10:19;027;019;
26720;PMS1003;15950;51.112;6.966;2020-06-10T01:12:19;023;016;
26720;PMS1003;15950;51.112;6.966;2020-06-10T01:14:19;023;017;
26720;PMS1003;15950;51.112;6.966;2020-06-10T01:16:20;025;018;
26720;PMS1003;15950;51.112;6.966;2020-06-10T01:18:20;019;016;
26720;PMS1003;15950;51.112;6.966;2020-06-10T01:20:20;027;019;
26720;PMS1003;15950;51.112;6.966;2020-06-10T01:22:20;023;019;
