sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
10006;BME280;5042;42.626;23.382;2020-06-10T07:55:21;93994.75;;;22.97;63.33
10006;BME280;5042;42.626;23.382;2020-06-10T07:58:05;93992.00;;;23.17;63.15
10006;BME280;5042;42.626;23.382;2020-06-10T08:00:51;94002.31;;;23.34;60.64
10006;BME280;5042;42.626;23.382;2020-06-10T08:03:38;93994.66;;;23.57;61.80
10006;BME280;5042;42.626;23.382;2020-06-10T08:06:11;93988.47;;;23.96;59.76
10006;BME280;5042;42.626;23.382;2020-06-10T08:09:06;93989.25;;;23.96;57.17
10006;BME280;5042;42.626;23.382;2020-06-10T08:11:55;93989.72;;;24.03;60.47
10006;BME280;5042;42.626;23.382;2020-06-10T08:14:45;93987.28;;;23.73;58.42
10006;BME280;5042;42.626;23.382;2020-06-10T08:17:29;93996.59;;;24.15;61.42
10006;BME280;5042;42.626;23.382;2020-06-10T08:20:19;93995.00;;;23.84;58.37
10006;BME280;5042;42.626;23.382;2020-06-10T08:23:02;93996.81;;;23.89;62.32
10006;BME280;5042;42.626;23.382;2020-06-10T08:35:41;93997.19;;;24.60;55.51
10006;BME280;5042;42.626;23.382;2020-06-10T08:38:22;93995.16;;;24.51;57.72
10006;BME280;5042;42.626;23.382;2020-06-10T08:41:00;94000.31;;;24.43;56.99
10006;BME280;5042;42.626;23.382;2020-06-10T08:43:51;93996.63;;;24.63;57.76
10006;BME280;5042;42.626;23.382;2020-06-10T08:46:35;93997.19;;;25.03;57.97
10006;BME280;5042;42.626;23.382;2020-06-10T08:49:10;93985.09;;;25.05;57.00
10006;BME280;5042;42.626;23.382;2020-06-10T08:51:42;93984.12;;;25.39;56.32
10006;BME280;5042;42.626;23.382;2020-06-10T08:54:13;93986.44;;;25.78;53.81
10006;BME280;5042;42.626;23.382;2020-06-10T08:56:56;93992.28;;;25.99;53.38
10006;BME280;5042;42.626;23.382;2020-06-10T08:59:48;93982.44;;;27.33;50.71
10006;BME280;5042;42.626;23.382;2020-06-10T09:02:29;93982.44;;;27.33;50.71
10006;BME280;5042;42.626;23.382;2020-06-10T09:05:07;93984.78;;;26.98;47.46
10006;BME280;5042;42.626;23.382;2020-06-10T09:07:51;93978.41;;;26.94;50.27
10006;BME280;5042;42.626;23.382;2020-06-10T09:10:32;93941.34;;;27.41;49.30
10006;BME280;5042;42.626;23.382;2020-06-10T09:13:14;93972.75;;;27.91;48.43
10006;BME280;5042;42.626;23.382;2020-06-10T09:15:59;93965.69;;;28.04;48.64
10006;BME280;5042;42.626;23.382;2020-06-10T09:18:50;93957.00;;;28.47;47.17
10006;BME280;5042;42.626;23.382;2020-06-10T09:21:31;93960.16;;;28.89;46.28
10006;BME280;5042;42.626;23.382;2020-06-10T09:24:15;93955.66;;;28.75;46.50
10006;BME280;5042;42.626;23.382;2020-06-10T09:27:15;93946.47;;;28.85;46.77
10006;BME280;5042;42.626;23.382;2020-06-10T09:29:58;93953.56;;;29.21;45.62
