sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T00:00:52;15.73;71.02
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T00:03:59;15.62;72.44
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T00:06:53;15.54;73.57
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T00:10:05;15.46;74.89
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T00:13:05;15.48;75.80
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T00:16:00;15.38;77.31
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T00:19:16;15.38;77.40
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T00:22:22;15.27;78.95
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T00:25:18;15.34;78.65
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T00:28:10;15.04;81.69
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T00:31:23;15.21;80.72
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T00:34:26;15.23;81.14
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T00:37:31;15.03;83.04
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T00:40:40;14.75;85.25
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T00:43:41;14.92;84.30
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T00:46:42;14.81;84.79
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T00:49:45;14.81;85.13
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T00:52:38;14.88;84.66
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T00:55:42;14.63;86.48
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T00:58:42;14.79;85.22
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T01:01:41;14.74;85.63
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T01:04:45;14.75;85.39
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T01:07:49;14.63;86.51
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T01:10:44;14.40;88.04
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T01:13:42;14.35;88.52
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T01:16:47;14.51;87.70
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T01:19:44;14.42;88.37
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T01:22:33;14.28;89.10
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T01:25:30;14.29;88.72
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T01:28:20;14.47;87.61
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T01:31:17;14.26;88.95
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T01:34:17;14.21;90.02
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T01:37:02;14.10;90.57
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T01:39:59;14.19;89.77
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T01:42:55;14.11;90.46
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T01:45:50;14.22;89.34
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T01:48:58;14.07;90.47
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T01:52:04;14.09;90.00
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T01:55:08;13.85;91.53
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T01:58:01;14.06;90.24
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:00:53;13.77;91.98
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:03:56;13.73;92.43
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:06:59;0.00;91.98
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:10:05;13.91;90.95
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:13:11;13.89;90.89
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:16:20;13.83;91.43
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:19:15;13.94;90.35
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:22:03;13.58;93.61
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:24:52;13.76;92.37
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:27:36;13.73;92.50
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:30:27;13.58;94.20
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:33:20;13.61;93.51
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:36:10;13.68;93.48
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:38:58;13.32;96.10
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:41:47;13.60;93.65
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:44:34;13.38;96.32
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:47:29;13.24;96.68
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:50:35;13.38;96.10
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:53:31;13.55;94.85
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:56:23;13.65;93.98
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T02:59:17;13.62;94.51
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:02:22;13.24;97.97
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:05:19;13.11;99.67
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:08:07;13.15;99.24
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:10:50;13.18;99.29
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:13:45;13.49;96.23
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:16:29;13.44;97.56
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:19:09;13.53;96.04
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:21:54;13.61;95.76
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:24:23;13.70;95.56
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:26:52;13.41;97.95
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:29:20;13.62;95.64
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:31:59;13.61;96.29
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:34:40;13.73;95.57
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:37:37;13.66;96.38
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:40:19;13.95;93.51
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:43:04;13.75;95.72
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:45:47;13.75;96.07
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:48:28;13.75;95.33
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:51:31;13.96;94.07
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:54:12;13.84;95.39
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:56:53;13.86;94.27
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T03:59:34;13.86;95.06
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T04:02:20;13.89;95.07
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T04:08:40;13.96;94.44
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T04:11:30;13.96;94.14
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T04:14:25;13.94;93.52
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T04:17:10;13.86;94.74
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T04:19:54;13.85;95.41
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T04:22:42;13.80;96.20
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T04:25:20;13.67;96.70
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T04:27:57;13.75;96.33
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T04:30:30;13.65;97.20
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T04:33:17;13.75;96.47
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T04:35:59;13.64;97.50
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T04:38:44;13.74;95.26
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T04:41:21;13.62;97.16
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T04:44:21;13.86;94.68
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T04:46:56;13.91;94.65
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T04:49:47;13.62;96.63
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T04:52:32;13.79;95.63
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T04:55:16;13.83;95.30
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T04:57:57;13.85;94.97
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T05:00:44;13.82;94.43
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T05:03:28;14.05;93.59
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T05:06:11;14.00;93.33
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T05:08:49;14.20;92.90
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T05:11:26;14.25;91.54
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T05:14:13;14.30;92.21
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T05:16:48;14.44;90.52
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T05:19:34;14.37;89.82
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T05:22:30;14.23;91.42
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T05:25:14;14.55;89.40
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T05:27:55;14.53;89.40
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T05:30:29;14.42;89.93
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T05:33:06;14.75;88.25
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T05:35:44;15.15;85.24
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T05:38:26;15.43;84.23
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T05:41:18;15.09;85.48
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T05:43:53;15.55;83.04
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T05:46:44;15.80;80.77
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T05:49:20;15.37;83.94
13620;HTU21D;20925;52.46500846;13.32392693;2020-06-10T05:51:59;15.29;84.40
