sensor_id;sensor_type;location;lat;lon;timestamp;temperature
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:01:58;11.81
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:04:43;11.75
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:07:29;11.75
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:10:17;11.75
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:13:03;11.75
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:15:38;11.69
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:18:24;11.69
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:21:09;11.75
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:23:53;11.75
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:26:32;11.69
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:29:07;11.63
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:31:52;11.56
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:34:33;11.56
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:37:15;11.63
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:39:55;11.56
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:42:29;11.56
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:45:07;11.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:47:46;11.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:50:27;11.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:53:15;11.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:56:00;11.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T00:58:50;11.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:01:29;11.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:04:21;11.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:07:00;11.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:09:37;11.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:12:14;11.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:14:58;11.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:17:49;11.44
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:20:24;11.44
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:23:10;11.44
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:26:00;11.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:28:42;11.56
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:31:18;11.56
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:34:08;11.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:36:35;11.44
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:39:28;11.44
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:42:09;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:44:44;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:47:19;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:49:58;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:52:39;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:55:24;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T01:57:59;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:00:46;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:03:31;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:06:17;11.31
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:09:01;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:11:45;11.31
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:14:24;11.31
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:17:01;11.31
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:19:33;11.31
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:22:01;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:24:33;11.31
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:27:00;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:29:51;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:32:20;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:34:59;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:37:26;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:39:56;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:42:30;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:45:00;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:47:54;11.31
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:50:47;11.31
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:53:32;11.31
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:56:13;11.25
11301;DS18B20;5706;50.650;13.380;2020-06-10T02:58:57;11.25
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:01:43;11.25
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:04:30;11.25
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:07:21;11.19
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:09:58;11.19
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:12:37;11.19
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:15:37;11.19
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:18:13;11.19
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:20:50;11.19
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:23:20;11.19
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:25:49;11.19
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:28:19;11.19
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:30:51;11.19
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:33:47;11.19
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:36:19;11.19
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:39:02;11.25
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:41:44;11.25
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:44:32;11.31
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:47:25;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:50:20;11.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:52:56;11.44
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:55:33;11.44
11301;DS18B20;5706;50.650;13.380;2020-06-10T03:58:21;11.44
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:00:56;11.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:03:43;11.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:06:19;11.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:09:06;11.56
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:12:00;11.56
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:15:00;11.56
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:17:50;11.63
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:20:44;11.69
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:23:29;11.69
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:26:07;11.75
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:28:46;11.75
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:31:24;11.75
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:34:16;11.81
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:37:13;11.81
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:39:48;11.81
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:42:34;11.81
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:45:19;11.81
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:48:04;11.81
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:50:50;11.81
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:53:32;11.88
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:56:17;11.88
11301;DS18B20;5706;50.650;13.380;2020-06-10T04:58:58;11.88
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:01:38;11.88
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:04:31;11.88
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:07:10;11.88
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:09:55;11.88
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:12:37;11.88
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:15:16;11.94
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:18:00;11.94
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:20:37;12.00
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:23:22;12.06
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:25:57;12.13
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:28:34;12.19
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:31:16;12.25
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:34:10;12.25
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:37:01;12.31
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:39:44;12.31
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:42:23;12.37
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:45:06;12.37
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:47:44;12.44
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:50:29;12.44
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:53:14;12.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:55:53;12.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T05:58:37;12.56
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:01:21;12.56
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:04:06;12.63
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:06:52;12.63
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:09:37;12.63
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:12:28;12.69
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:15:13;12.75
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:17:45;12.75
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:20:32;12.75
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:23:25;12.75
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:26:01;12.75
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:28:46;12.81
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:31:25;12.81
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:34:07;12.81
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:36:49;12.88
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:39:31;12.88
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:42:12;12.88
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:45:06;12.88
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:47:44;12.94
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:50:29;12.94
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:53:11;13.00
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:55:48;13.00
11301;DS18B20;5706;50.650;13.380;2020-06-10T06:58:21;13.06
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:00:55;13.13
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:03:36;13.13
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:06:10;13.13
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:08:57;13.19
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:11:35;13.19
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:14:16;13.19
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:17:06;13.19
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:19:51;13.19
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:22:28;13.25
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:25:24;13.25
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:28:06;13.31
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:30:58;13.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:33:42;13.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:36:19;13.50
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:39:01;13.56
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:41:43;13.56
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:44:27;13.62
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:47:04;13.62
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:50:00;13.69
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:52:38;13.62
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:55:13;13.56
11301;DS18B20;5706;50.650;13.380;2020-06-10T07:57:50;13.62
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:00:43;13.69
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:03:27;13.69
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:06:06;13.69
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:08:47;13.69
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:11:31;13.62
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:14:04;13.62
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:16:34;13.69
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:19:25;13.69
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:22:11;13.81
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:24:56;13.81
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:27:35;13.88
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:30:29;13.94
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:33:20;14.06
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:35:57;14.13
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:38:40;14.19
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:41:21;14.25
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:44:01;14.31
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:47:00;14.31
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:49:51;14.44
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:52:26;14.56
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:54:57;14.69
11301;DS18B20;5706;50.650;13.380;2020-06-10T08:57:35;14.81
11301;DS18B20;5706;50.650;13.380;2020-06-10T09:00:22;14.94
11301;DS18B20;5706;50.650;13.380;2020-06-10T09:03:07;15.06
11301;DS18B20;5706;50.650;13.380;2020-06-10T09:05:49;15.19
11301;DS18B20;5706;50.650;13.380;2020-06-10T09:08:33;15.38
11301;DS18B20;5706;50.650;13.380;2020-06-10T09:11:12;16.00
11301;DS18B20;5706;50.650;13.380;2020-06-10T09:14:06;16.62
11301;DS18B20;5706;50.650;13.380;2020-06-10T09:16:51;16.94
11301;DS18B20;5706;50.650;13.380;2020-06-10T09:19:32;17.00
11301;DS18B20;5706;50.650;13.380;2020-06-10T09:22:19;16.87
11301;DS18B20;5706;50.650;13.380;2020-06-10T09:25:10;16.81
11301;DS18B20;5706;50.650;13.380;2020-06-10T09:27:45;16.75
