sensor_id;sensor_type;location;lat;lon;timestamp;noise_LAeq;noise_LA_min;noise_LA_max;noise_LA01;noise_LA95
17594;Laerm;8916;47.086;15.920;2020-06-10T20:41:53;45.75;42.09;51.49;;
17594;Laerm;8916;47.086;15.920;2020-06-10T20:44:38;46.09;42.09;51.53;;
17594;Laerm;8916;47.086;15.920;2020-06-10T20:47:21;47.57;40.80;55.76;;
17594;Laerm;8916;47.086;15.920;2020-06-10T20:50:11;46.22;39.21;54.87;;
17594;Laerm;8916;47.086;15.920;2020-06-10T20:52:59;47.87;41.30;55.51;;
17594;Laerm;8916;47.086;15.920;2020-06-10T20:55:56;55.94;40.89;84.61;;
17594;Laerm;8916;47.086;15.920;2020-06-10T20:58:39;46.31;41.89;53.30;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:01:25;47.03;42.29;55.00;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:04:13;47.64;40.62;58.50;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:07:00;46.13;39.81;55.76;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:09:47;47.96;41.46;55.04;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:12:35;46.92;39.70;54.28;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:15:40;45.11;40.89;53.45;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:18:29;46.66;41.75;53.11;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:21:12;45.87;41.38;53.05;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:23:59;44.93;41.46;50.37;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:26:32;43.97;41.06;48.16;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:29:06;44.08;40.03;48.55;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:31:58;44.70;40.03;50.44;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:34:47;43.69;39.21;49.84;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:37:35;44.80;39.34;52.47;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:40:20;45.38;39.34;52.17;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:43:08;44.63;39.81;55.89;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:45:44;46.13;41.53;56.73;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:48:38;46.31;39.46;53.08;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:51:18;44.40;40.43;51.77;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:54:15;45.22;37.52;53.06;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:56:46;43.84;38.52;50.66;;
17594;Laerm;8916;47.086;15.920;2020-06-10T21:59:17;43.53;36.45;54.90;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:02:11;44.95;38.05;54.51;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:05:16;45.85;39.21;55.71;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:08:01;46.65;39.68;56.53;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:10:53;46.12;42.47;54.84;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:13:45;42.95;37.12;48.37;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:16:48;42.64;38.87;46.35;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:19:32;43.15;38.52;47.32;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:22:19;43.71;38.95;48.52;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:25:17;44.14;39.08;53.38;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:28:01;45.07;38.05;51.66;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:30:46;44.89;39.81;52.17;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:33:33;45.00;40.89;51.19;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:36:19;45.06;41.22;51.21;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:38:51;43.89;37.32;52.39;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:41:36;43.38;38.37;50.47;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:44:12;43.59;38.81;48.60;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:46:41;45.41;39.21;52.41;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:49:17;43.19;38.05;48.46;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:51:47;42.18;36.91;47.02;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:54:41;42.79;37.12;47.10;;
17594;Laerm;8916;47.086;15.920;2020-06-10T22:57:15;39.75;33.44;47.26;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:00:25;44.72;38.21;53.30;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:03:35;44.19;35.94;53.47;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:06:37;43.00;36.69;52.80;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:09:27;43.27;37.12;49.82;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:12:10;44.07;39.21;52.74;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:15:14;43.63;37.88;50.10;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:17:49;41.59;34.31;47.38;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:20:19;43.00;35.94;52.12;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:22:48;44.77;38.32;52.29;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:25:24;42.38;37.52;48.10;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:28:16;41.88;36.69;48.13;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:31:02;44.79;37.88;52.80;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:33:47;43.53;36.91;52.36;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:36:26;43.07;36.45;50.36;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:39:12;45.76;39.08;53.26;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:42:18;45.18;39.34;54.81;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:45:12;43.69;37.88;52.72;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:48:06;45.09;37.32;54.66;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:50:51;43.49;36.20;50.11;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:53:43;41.12;34.69;50.79;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:56:30;41.04;34.31;51.26;;
17594;Laerm;8916;47.086;15.920;2020-06-10T23:59:28;43.34;35.66;53.53;;
