sensor_id;sensor_type;location;lat;lon;timestamp;counts_per_minute;hv_pulses;tube;counts;sample_time_ms
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:09:05;91;121;;231;150752
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:11:40;80;116;;200;149972
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:14:09;91;111;;228;150023
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:16:31;81;112;;204;149822
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:19:03;73;120;;184;149766
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:21:39;77;115;;194;149695
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:24:00;97;112;;242;149150
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:26:27;78;121;;199;151644
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:29:09;88;124;;220;149690
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:31:28;86;112;;215;149500
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:33:48;81;122;;202;149034
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:36:26;89;133;;226;150988
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:38:54;83;125;;209;149868
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:41:39;79;125;;199;150641
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:43:54;81;112;;203;150136
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:46:39;76;127;;191;150083
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:48:51;78;111;;196;149738
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:51:29;74;130;;183;148201
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:54:09;75;116;;192;151994
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:56:18;88;112;;218;148513
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T07:59:03;88;133;;219;148529
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:01:25;82;117;;208;150905
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:04:11;82;126;;210;152006
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:06:33;87;110;;220;150096
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:08:51;87;118;;219;149719
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:11:24;92;130;;231;149937
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:13:53;93;123;;233;150151
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:16:40;85;128;;211;148743
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:18:48;91;111;;232;151505
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:21:15;81;133;;202;148385
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:23:51;94;135;;239;151321
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:26:42;89;130;;225;150093
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:29:13;91;107;;228;148996
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:31:18;86;108;;217;151021
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:34:00;86;133;;216;149170
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:36:28;89;121;;223;149572
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:38:42;76;123;;194;151315
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:41:29;82;138;;205;148291
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:44:01;85;122;;214;150639
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:46:39;87;120;;219;150956
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:48:58;89;112;;221;148871
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:51:21;88;120;;221;150420
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:54:00;87;130;;219;150864
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:56:28;97;117;;243;149869
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T08:58:58;88;120;;221;150086
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:01:31;94;122;;237;149898
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:03:58;87;117;;218;149758
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:06:40;76;123;;191;149311
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:09:25;91;110;;230;150351
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:11:27;100;90;;252;150550
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:14:05;83;122;;209;149517
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:16:43;85;116;;214;150259
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:19:00;90;107;;226;150364
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:21:36;84;118;;211;149987
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:23:54;90;115;;223;148050
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:26:32;82;127;;207;149945
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:28:57;80;119;;203;151538
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:31:19;90;124;;225;149696
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:33:51;88;132;;222;150700
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:36:15;84;130;;212;150165
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:38:55;88;136;;219;147983
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:41:39;85;123;;210;147792
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:43:55;89;112;;230;153932
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:46:18;96;123;;238;148138
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:49:06;83;133;;211;152168
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:51:44;82;115;;204;149177
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:53:52;77;107;;194;150779
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:56:24;78;129;;197;149929
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T09:59:03;87;127;;219;149711
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:01:38;84;118;;211;150239
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:04:02;90;111;;226;149964
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:08:59;88;128;;221;150440
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:11:39;79;122;;200;150143
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:13:51;85;109;;215;150048
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:16:21;73;130;;184;149423
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:18:57;83;130;;210;150191
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:21:25;87;124;;217;148941
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:23:56;81;126;;204;149512
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:26:30;73;125;;186;151466
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:29:04;87;121;;218;149427
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:31:28;86;117;;217;150892
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:33:57;72;123;;180;149681
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:36:18;81;123;;203;149095
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:38:48;72;130;;184;151290
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:41:26;83;133;;208;149535
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:43:52;89;125;;220;147935
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:46:12;80;129;;205;152520
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:49:09;78;139;;195;149748
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:51:32;81;112;;204;149914
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:54:09;82;119;;207;149778
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:56:27;77;112;;194;150203
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T10:58:55;77;124;;192;149059
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T11:01:39;79;126;;201;151261
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T11:04:15;82;109;;205;149819
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T11:06:39;72;106;;180;149802
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T11:09:04;89;112;;224;150357
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T11:11:24;77;113;;192;148373
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T11:13:59;76;127;;192;151417
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T11:16:25;90;122;;225;149747
31122;Radiation_Si22G;32440;48.77895659;9.15962714;2020-06-10T11:19:09;88;127;;220;149492
